t	x1	y1	x2	y2	x3	y3
391.98	-0.970721	2.30384	-0.845635	2.78795	-1.09581	1.81974
392	-1.02314	2.28105	-0.842319	2.74721	-1.20395	1.81489
392.02	-1.06916	2.25984	-0.832079	2.70006	-1.30625	1.81963
392.04	-1.10877	2.24068	-0.81657	2.64641	-1.40097	1.83494
392.06	-1.14197	2.22394	-0.797629	2.58648	-1.4863	1.86141
392.08	-1.16877	2.20997	-0.777177	2.52086	-1.56037	1.89908
392.1	-1.18924	2.19902	-0.757097	2.45052	-1.62139	1.94753
392.12	-1.20343	2.19129	-0.739114	2.3768	-1.66774	2.00578
392.14	-1.21139	2.1869	-0.724671	2.30137	-1.69811	2.07243
392.16	-1.2132	2.18589	-0.714826	2.22613	-1.71158	2.14566
392.18	-1.20894	2.18826	-0.710175	2.15312	-1.7077	2.22339
392.2	-1.19867	2.1939	-0.710808	2.08439	-1.68653	2.30341
392.22	-1.18247	2.20267	-0.716313	2.02185	-1.64863	2.3835
392.24	-1.16043	2.21436	-0.725817	1.96716	-1.59504	2.46157
392.26	-1.13264	2.2287	-0.738057	1.92162	-1.52723	2.53579
392.28	-1.09921	2.24538	-0.751491	1.88609	-1.44694	2.60467
392.3	-1.06027	2.26403	-0.764416	1.86095	-1.35613	2.6671
392.32	-1.01598	2.28425	-0.775092	1.8461	-1.25686	2.7224
392.34	-0.9665	2.30562	-0.78186	1.84096	-1.15114	2.77028
392.36	-0.912063	2.32769	-0.783239	1.84457	-1.04089	2.81081
392.38	-0.852917	2.35001	-0.778002	1.85565	-0.927831	2.84436
392.4	-0.789358	2.37211	-0.765223	1.87269	-0.813492	2.87153
392.42	-0.721723	2.39356	-0.744292	1.89407	-0.699155	2.89305
392.44	-0.650396	2.41391	-0.714913	1.91809	-0.585878	2.90973
392.46	-0.575799	2.43279	-0.677074	1.94315	-0.474523	2.92242
392.48	-0.498397	2.44982	-0.631004	1.96772	-0.365789	2.93191
392.5	-0.418689	2.46469	-0.577122	1.99046	-0.260256	2.93893
392.52	-0.337206	2.47715	-0.515982	2.01021	-0.158431	2.9441
392.54	-0.254502	2.48701	-0.448217	2.02606	-0.060786	2.94796
392.56	-0.171144	2.49414	-0.374493	2.03735	0.0322056	2.95092
392.58	-0.0877084	2.49846	-0.295465	2.04367	0.120048	2.95325
392.6	-0.00476967	2.5	-0.211748	2.04485	0.202209	2.95514
392.62	0.0771092	2.49881	-0.123899	2.04099	0.278117	2.95663
392.64	0.157384	2.49504	-0.0324058	2.03246	0.347174	2.95762
392.66	0.235537	2.48888	0.0622998	2.01985	0.408774	2.95791
392.68	0.311084	2.48057	0.159829	2.004	0.462339	2.95714
392.7	0.383579	2.4704	0.259805	1.98596	0.507353	2.95484
392.72	0.452618	2.45869	0.361821	1.967	0.543416	2.95037
392.74	0.517845	2.44578	0.465398	1.94854	0.570292	2.94302
392.76	0.578947	2.43204	0.569933	1.93212	0.587961	2.93196
392.78	0.635659	2.41784	0.674656	1.91936	0.596662	2.91631
392.8	0.687761	2.40354	0.77859	1.91185	0.596933	2.89522
392.82	0.735076	2.38949	0.880527	1.91111	0.589625	2.86787
392.84	0.777467	2.37604	0.979029	1.91846	0.575904	2.83361
392.86	0.814831	2.36348	1.07244	1.93495	0.55722	2.79201
392.88	0.847102	2.35211	1.15895	1.96128	0.535252	2.74294
392.9	0.874239	2.34216	1.23665	1.99769	0.511829	2.68663
392.92	0.896228	2.33383	1.30363	2.04397	0.488822	2.6237
392.94	0.913076	2.32729	1.35812	2.09941	0.468028	2.55518
392.96	0.924809	2.32266	1.39857	2.16281	0.451047	2.4825
392.98	0.931471	2.31999	1.42377	2.23259	0.439169	2.40739
393	0.93312	2.31933	1.43296	2.30683	0.433276	2.33183
393.02	0.929827	2.32065	1.42587	2.3834	0.43378	2.2579
393.04	0.921679	2.3239	1.40276	2.46013	0.440597	2.18766
393.06	0.908774	2.32898	1.36439	2.53491	0.453154	2.12304
393.08	0.891228	2.33575	1.312	2.60584	0.470452	2.06566
393.1	0.869169	2.34404	1.2472	2.6713	0.491143	2.01679
393.12	0.842744	2.35367	1.17185	2.73009	0.513641	1.97726
393.14	0.812118	2.36442	1.08799	2.78142	0.536245	1.94741
393.16	0.777476	2.37603	0.9977	2.82492	0.557253	1.92714
393.18	0.739024	2.38827	0.902974	2.86063	0.575074	1.91592
393.2	0.69699	2.40088	0.805666	2.88892	0.588314	1.91283
393.22	0.651626	2.41358	0.707418	2.91046	0.595833	1.91671
393.24	0.603206	2.42614	0.609624	2.9261	0.596787	1.92618
393.26	0.552028	2.43829	0.513428	2.9368	0.590627	1.93978
393.28	0.49841	2.44981	0.419734	2.94359	0.577085	1.95604
393.3	0.442691	2.46049	0.329238	2.94745	0.556144	1.97353
393.32	0.385227	2.47014	0.242467	2.94933	0.527987	1.99096
393.34	0.32639	2.4786	0.15983	2.95004	0.492949	2.00716
393.36	0.26656	2.48575	0.0816586	2.9503	0.451461	2.02119
393.38	0.206126	2.49149	0.00824987	2.95067	0.404002	2.03231
393.4	0.145479	2.49576	-0.0600981	2.95155	0.351056	2.03998
393.42	0.0850094	2.49855	-0.123063	2.9532	0.293082	2.04391
393.44	0.0250999	2.49987	-0.180286	2.95574	0.230486	2.044
393.46	-0.0338761	2.49977	-0.231367	2.95911	0.163615	2.04043
393.48	-0.0915599	2.49832	-0.275879	2.96311	0.0927596	2.03354
393.5	-0.147611	2.49564	-0.313388	2.96736	0.0181667	2.02392
393.52	-0.201709	2.49185	-0.343485	2.97133	-0.0599342	2.01237
393.54	-0.25356	2.48711	-0.365824	2.97434	-0.141295	1.99987
393.56	-0.302892	2.48158	-0.380179	2.97557	-0.225604	1.98759
393.58	-0.349463	2.47545	-0.386483	2.97408	-0.312442	1.97683
393.6	-0.393058	2.46891	-0.384888	2.96884	-0.401227	1.96897
393.62	-0.43349	2.46213	-0.3758	2.95879	-0.49118	1.96547
393.64	-0.470601	2.45531	-0.359917	2.9429	-0.581285	1.96771
393.66	-0.50426	2.44862	-0.338239	2.92025	-0.670281	1.97698
393.68	-0.534362	2.44222	-0.312061	2.89009	-0.756664	1.99436
393.7	-0.560829	2.43628	-0.282933	2.85194	-0.838724	2.02062
393.72	-0.583603	2.43093	-0.252604	2.80568	-0.914603	2.05617
393.74	-0.602654	2.42627	-0.222927	2.75156	-0.982381	2.10099
393.76	-0.617969	2.42242	-0.195756	2.69025	-1.04018	2.15458
393.78	-0.629557	2.41943	-0.172821	2.62288	-1.08629	2.21598
393.8	-0.637445	2.41737	-0.155618	2.55094	-1.11927	2.28379
393.82	-0.641677	2.41625	-0.145289	2.47624	-1.13807	2.35626
393.84	-0.642315	2.41608	-0.142549	2.40079	-1.14208	2.43137
393.86	-0.639435	2.41684	-0.147626	2.32671	-1.13124	2.50697
393.88	-0.63313	2.4185	-0.160254	2.25605	-1.10601	2.58095
393.9	-0.623506	2.421	-0.179699	2.19071	-1.06731	2.65129
393.92	-0.610686	2.42427	-0.204823	2.13225	-1.01655	2.71628
393.94	-0.594804	2.42821	-0.234175	2.08188	-0.955433	2.77454
393.96	-0.57601	2.43274	-0.266111	2.04036	-0.88591	2.82512
393.98	-0.554467	2.43774	-0.298906	2.00798	-0.810028	2.86749
394	-0.530349	2.4431	-0.330869	1.98461	-0.729829	2.90158
394.02	-0.503845	2.4487	-0.360448	1.96971	-0.647243	2.9277
394.04	-0.475154	2.45443	-0.386298	1.96239	-0.56401	2.94647
394.06	-0.444486	2.46017	-0.407337	1.96155	-0.481635	2.95879
394.08	-0.41206	2.46581	-0.422765	1.96592	-0.401356	2.96569
394.1	-0.378107	2.47124	-0.432064	1.97416	-0.324149	2.96832
394.12	-0.342859	2.47638	-0.434972	1.98494	-0.250746	2.96782
394.14	-0.306559	2.48113	-0.431446	1.99698	-0.181671	2.96529
394.16	-0.26945	2.48544	-0.421614	2.00915	-0.117285	2.96172
394.18	-0.231777	2.48923	-0.405722	2.02046	-0.0578323	2.958
394.2	-0.193787	2.49248	-0.384086	2.03011	-0.00348838	2.95485
394.22	-0.155722	2.49515	-0.357043	2.03747	0.0455996	2.95282
394.24	-0.117819	2.49722	-0.324919	2.04213	0.0892801	2.95232
394.26	-0.0803121	2.49871	-0.287998	2.04388	0.127374	2.95354
394.28	-0.043423	2.49962	-0.24651	2.04272	0.159664	2.95652
394.3	-0.0073654	2.49999	-0.200624	2.03885	0.185893	2.96113
394.32	0.0276594	2.49985	-0.150461	2.03265	0.20578	2.96704
394.34	0.0614632	2.49924	-0.0961135	2.02472	0.21904	2.97376
394.36	0.0938723	2.49824	-0.0376754	2.01585	0.22542	2.98062
394.38	0.124728	2.49689	0.0247155	2.00699	0.224741	2.98678
394.4	0.153889	2.49526	0.0908314	1.99925	0.216947	2.99127
394.42	0.18123	2.49342	0.160306	1.99386	0.202154	2.99298
394.44	0.206641	2.49145	0.232585	1.99212	0.180697	2.99077
394.46	0.230033	2.48939	0.30689	1.99534	0.153175	2.98345
394.48	0.251331	2.48733	0.382191	2.00476	0.12047	2.96991
394.5	0.270478	2.48533	0.457199	2.0215	0.083757	2.94915
394.52	0.287434	2.48342	0.530383	2.04641	0.0444853	2.92043
394.54	0.302176	2.48167	0.600018	2.08006	0.00433409	2.88328
394.56	0.314695	2.48011	0.66425	2.12261	-0.0348601	2.83762
394.58	0.324998	2.47879	0.721194	2.17378	-0.0711985	2.78379
394.6	0.333106	2.47771	0.769045	2.23285	-0.102833	2.72257
394.62	0.339055	2.4769	0.806196	2.29863	-0.128086	2.65517
394.64	0.342893	2.47637	0.831353	2.36957	-0.145567	2.58318
394.66	0.344681	2.47612	0.843634	2.44377	-0.154271	2.50848
394.68	0.344491	2.47615	0.842637	2.51917	-0.153655	2.43314
394.7	0.342405	2.47644	0.828483	2.59361	-0.143673	2.35927
394.72	0.338516	2.47698	0.801806	2.66502	-0.124774	2.28893
394.74	0.332926	2.47773	0.763713	2.73155	-0.0978609	2.22392
394.76	0.325744	2.47869	0.715704	2.79163	-0.0642159	2.16575
394.78	0.317087	2.47981	0.659573	2.84409	-0.0253979	2.11552
394.8	0.307079	2.48107	0.597285	2.88823	0.0168728	2.07391
394.82	0.295847	2.48243	0.530861	2.92376	0.060833	2.04111
394.84	0.283524	2.48387	0.462262	2.95083	0.104785	2.01691
394.86	0.270244	2.48535	0.393301	2.96997	0.147188	2.00073
394.88	0.256147	2.48684	0.32557	2.982	0.186724	1.99169
394.9	0.241369	2.48832	0.260401	2.98796	0.222338	1.98868
394.92	0.22605	2.48976	0.19885	2.98902	0.253251	1.9905
394.94	0.210327	2.49114	0.141705	2.98641	0.278948	1.99587
394.96	0.194333	2.49244	0.0895137	2.98133	0.299151	2.00355
394.98	0.1782	2.49364	0.0426246	2.97491	0.313774	2.01237
395	0.162054	2.49474	0.00123147	2.96817	0.322877	2.02131
395.02	0.146018	2.49573	-0.0345762	2.96198	0.326613	2.02949
395.04	0.130206	2.49661	-0.0647674	2.95703	0.325179	2.03619
395.06	0.114726	2.49737	-0.0893303	2.95383	0.318781	2.0409
395.08	0.0996765	2.49801	-0.108242	2.95273	0.307595	2.04329
395.1	0.0851501	2.49855	-0.121447	2.95387	0.291747	2.04323
395.12	0.0712282	2.49899	-0.128851	2.95721	0.271307	2.04076
395.14	0.057983	2.49933	-0.130323	2.96251	0.246289	2.03614
395.16	0.0454764	2.49959	-0.125712	2.96937	0.216665	2.0298
395.18	0.0337603	2.49977	-0.114871	2.97717	0.182392	2.02237
395.2	0.0228756	2.4999	-0.0976968	2.98514	0.143448	2.01465
395.22	0.0128527	2.49997	-0.0741715	2.99234	0.0998768	2.0076
395.24	0.00371139	2.5	-0.0444125	2.99768	0.0518353	2.00232
395.26	-0.00453908	2.5	-0.00872184	2.99998	-0.000356326	2.00001
395.28	-0.0118998	2.49997	0.0323691	2.99801	-0.0561688	2.00194
395.3	-0.018382	2.49993	0.0780644	2.99054	-0.114828	2.00932
395.32	-0.0240064	2.49988	0.127285	2.97645	-0.175298	2.02332
395.34	-0.028803	2.49983	0.17867	2.95476	-0.236276	2.04491
395.36	-0.0328104	2.49978	0.230606	2.92477	-0.296227	2.0748
395.38	-0.0360753	2.49974	0.281282	2.88611	-0.353433	2.11337
395.4	-0.0386519	2.4997	0.32877	2.83882	-0.406074	2.16058
395.42	-0.0406007	2.49967	0.371127	2.78336	-0.452329	2.21598
395.44	-0.0419884	2.49965	0.406515	2.72066	-0.490491	2.27864
395.46	-0.0428868	2.49963	0.433315	2.65205	-0.519089	2.34721
395.48	-0.0433717	2.49962	0.450248	2.57925	-0.536991	2.42
395.5	-0.0435223	2.49962	0.456457	2.50421	-0.543501	2.49503
395.52	-0.0434202	2.49962	0.451573	2.42904	-0.538414	2.5702
395.54	-0.0431485	2.49963	0.43574	2.35587	-0.522037	2.64338
395.56	-0.0427907	2.49963	0.409592	2.28668	-0.495174	2.71259
395.58	-0.04243	2.49964	0.374205	2.22321	-0.459065	2.77607
395.6	-0.0421483	2.49964	0.331005	2.16684	-0.415302	2.83245
395.62	-0.042025	2.49965	0.281665	2.11856	-0.365715	2.88073
395.64	-0.0421366	2.49964	0.227982	2.07889	-0.312255	2.9204
395.66	-0.0425554	2.49964	0.171766	2.0479	-0.256876	2.95137
395.68	-0.0433488	2.49962	0.114731	2.02527	-0.201429	2.97398
395.7	-0.0445788	2.4996	0.0584175	2.01033	-0.147575	2.98888
395.72	-0.0463006	2.49957	0.00413174	2.00212	-0.096733	2.99702
395.74	-0.0485629	2.49953	-0.0470824	1.99953	-0.0500433	2.99953
395.76	-0.0514061	2.49947	-0.0944484	2.00133	-0.00836386	2.99762
395.78	-0.054863	2.4994	-0.137439	2.00626	0.027713	2.99253
395.8	-0.0589574	2.4993	-0.175743	2.01313	0.0578278	2.98547
395.82	-0.0637041	2.49919	-0.209218	2.02083	0.0818102	2.97755
395.84	-0.0691084	2.49904	-0.237846	2.02838	0.0996294	2.96971
395.86	-0.0751664	2.49887	-0.261679	2.03496	0.111346	2.96278
395.88	-0.0818642	2.49866	-0.280794	2.03994	0.117066	2.95738
395.9	-0.0891781	2.49841	-0.295261	2.04285	0.116904	2.95396
395.92	-0.0970749	2.49811	-0.305109	2.04345	0.110959	2.95278
395.94	-0.105512	2.49777	-0.310315	2.04164	0.0992912	2.9539
395.96	-0.114436	2.49738	-0.310795	2.03755	0.0819223	2.95721
395.98	-0.123788	2.49693	-0.306416	2.03148	0.0588409	2.96239
396	-0.133496	2.49643	-0.297014	2.02393	0.0300217	2.96894
396.02	-0.143484	2.49588	-0.282423	2.01557	-0.0045448	2.97619
396.04	-0.153665	2.49527	-0.262516	2.00727	-0.0448139	2.98328
396.06	-0.163949	2.49462	-0.237256	2.00002	-0.0906408	2.98922
396.08	-0.174236	2.49392	-0.20674	1.99498	-0.141732	2.99286
396.1	-0.184423	2.49319	-0.171251	1.99336	-0.197596	2.99301
396.12	-0.194404	2.49243	-0.131302	1.99643	-0.257506	2.98843
396.14	-0.204066	2.49166	-0.0876657	2.0054	-0.320466	2.97792
396.16	-0.213295	2.49088	-0.0413896	2.02137	-0.385201	2.9604
396.18	-0.221977	2.49013	0.00621708	2.04524	-0.450172	2.93502
396.2	-0.229996	2.4894	0.0536176	2.07762	-0.51361	2.90118
396.22	-0.237236	2.48872	0.0991115	2.11876	-0.573584	2.85868
396.24	-0.243584	2.48811	0.140923	2.16849	-0.628091	2.80772
396.26	-0.248928	2.48758	0.177308	2.22619	-0.675165	2.74896
396.28	-0.253161	2.48715	0.206671	2.2908	-0.712994	2.6835
396.3	-0.25618	2.48684	0.227684	2.36084	-0.740044	2.61284
396.32	-0.257886	2.48666	0.239388	2.43453	-0.75516	2.5388
396.34	-0.258189	2.48663	0.241272	2.50983	-0.757651	2.46344
396.36	-0.257005	2.48675	0.233322	2.58462	-0.747333	2.38888
396.38	-0.254259	2.48704	0.216025	2.65684	-0.724543	2.31723
396.4	-0.249884	2.48748	0.190335	2.72456	-0.690103	2.2504
396.42	-0.243824	2.48808	0.157608	2.78616	-0.645256	2.19
396.44	-0.236033	2.48883	0.119501	2.84039	-0.591567	2.13727
396.46	-0.226477	2.48972	0.0778599	2.88643	-0.530814	2.09301
396.48	-0.215134	2.49073	0.0345962	2.92389	-0.464864	2.05756
396.5	-0.201995	2.49183	-0.00842491	2.95284	-0.395565	2.03082
396.52	-0.187063	2.49299	-0.0494831	2.97369	-0.324644	2.01229
396.54	-0.170358	2.49419	-0.0870779	2.9872	-0.253638	2.00117
396.56	-0.151911	2.49538	-0.119977	2.99436	-0.183845	1.9964
396.58	-0.131769	2.49652	-0.147237	2.99629	-0.116302	1.99676
396.6	-0.109994	2.49758	-0.168199	2.99418	-0.0517894	2.00098
396.62	-0.0866626	2.4985	-0.182469	2.98923	0.00914346	2.00776
396.64	-0.0618659	2.49923	-0.189873	2.98257	0.0661412	2.0159
396.66	-0.0357102	2.49974	-0.190416	2.97521	0.118996	2.02428
396.68	-0.00831609	2.49999	-0.184229	2.96802	0.167597	2.03195
396.7	0.0201823	2.49992	-0.171521	2.96171	0.211886	2.03813
396.72	0.0496375	2.49951	-0.152535	2.95681	0.25181	2.0422
396.74	0.0798898	2.49872	-0.127514	2.95368	0.287294	2.04377
396.76	0.110768	2.49754	-0.0966791	2.95248	0.318216	2.04261
396.78	0.142092	2.49596	-0.0602104	2.9532	0.344395	2.03871
396.8	0.173671	2.49396	-0.0182505	2.95566	0.365593	2.03226
396.82	0.205308	2.49156	0.0290871	2.95947	0.38153	2.02364
396.84	0.236801	2.48876	0.0816956	2.96409	0.391906	2.01343
396.86	0.267941	2.4856	0.139443	2.96881	0.39644	2.00239
396.88	0.29852	2.48211	0.202131	2.97273	0.394908	1.99149
396.9	0.328326	2.47835	0.26945	2.97487	0.387202	1.98183
396.92	0.357149	2.47436	0.340928	2.97409	0.37337	1.97462
396.94	0.384782	2.47021	0.41589	2.96924	0.353674	1.97118
396.96	0.411021	2.46598	0.493416	2.95915	0.328626	1.97282
396.98	0.435667	2.46175	0.572322	2.94271	0.299011	1.98078
397	0.458527	2.45759	0.651156	2.919	0.265898	1.99619
397.02	0.479417	2.4536	0.728217	2.8873	0.230618	2.0199
397.04	0.498162	2.44986	0.80161	2.84726	0.194715	2.05247
397.06	0.514595	2.44647	0.869313	2.79885	0.159878	2.09408
397.08	0.528561	2.44349	0.929279	2.74253	0.127842	2.14445
397.1	0.539914	2.441	0.979553	2.67916	0.100276	2.20285
397.12	0.548523	2.43908	1.01838	2.61005	0.0786626	2.26811
397.14	0.554268	2.43778	1.04435	2.53688	0.0641869	2.33868
397.16	0.55704	2.43715	1.05644	2.4616	0.0576386	2.4127
397.18	0.556748	2.43722	1.05415	2.38633	0.0593439	2.4881
397.2	0.553311	2.438	1.03749	2.31321	0.0691334	2.56279
397.22	0.546666	2.4395	1.00698	2.24428	0.0863499	2.63472
397.24	0.536764	2.4417	0.963632	2.18134	0.109895	2.70205
397.26	0.523573	2.44456	0.908835	2.12585	0.138311	2.76327
397.28	0.507079	2.44803	0.844274	2.07885	0.169884	2.81722
397.3	0.487286	2.45205	0.771808	2.0409	0.202764	2.8632
397.32	0.464218	2.45652	0.69335	2.01211	0.235085	2.90093
397.34	0.437917	2.46135	0.610761	1.99217	0.265074	2.93052
397.36	0.408451	2.46641	0.525764	1.98036	0.291139	2.95245
397.38	0.375907	2.47158	0.439875	1.97569	0.311939	2.96747
397.4	0.340396	2.47672	0.35437	1.97691	0.326423	2.97652
397.42	0.302055	2.48169	0.270275	1.9827	0.333835	2.98067
397.44	0.261042	2.48633	0.188374	1.99164	0.333711	2.98103
397.46	0.217543	2.49052	0.109241	2.00239	0.325845	2.97865
397.48	0.171766	2.49409	0.0332844	2.01365	0.310248	2.97453
397.5	0.123943	2.49693	-0.0392095	2.02429	0.287095	2.96956
397.52	0.0743285	2.49889	-0.108025	2.03333	0.256682	2.96446
397.54	0.0231984	2.49989	-0.172975	2.03998	0.219371	2.9598
397.56	-0.0291531	2.49983	-0.233858	2.04365	0.175552	2.95601
397.58	-0.0824155	2.49864	-0.290438	2.04397	0.125607	2.95331
397.6	-0.136264	2.49628	-0.342422	2.04076	0.0698933	2.9518
397.62	-0.190365	2.49274	-0.389457	2.03409	0.00872691	2.95139
397.64	-0.244376	2.48803	-0.43114	2.02422	-0.0576132	2.95184
397.66	-0.297953	2.48218	-0.467032	2.01164	-0.128873	2.95273
397.68	-0.350749	2.47527	-0.496696	1.99705	-0.204802	2.9535
397.7	-0.402424	2.4674	-0.519735	1.98135	-0.285114	2.95344
397.72	-0.452643	2.45868	-0.535835	1.96565	-0.369452	2.95171
397.74	-0.501082	2.44927	-0.544827	1.95119	-0.457337	2.94735
397.76	-0.547428	2.43933	-0.546729	1.93933	-0.548126	2.93933
397.78	-0.591384	2.42905	-0.541801	1.93151	-0.640966	2.92658
397.8	-0.63267	2.41862	-0.530576	1.92916	-0.734764	2.90809
397.82	-0.671023	2.40826	-0.513877	1.9336	-0.828169	2.88293
397.84	-0.7062	2.39818	-0.49282	1.946	-0.919581	2.85037
397.86	-0.737977	2.3886	-0.468777	1.96725	-1.00718	2.80994
397.88	-0.766148	2.37971	-0.443325	1.99789	-1.08897	2.76153
397.9	-0.790527	2.37172	-0.418156	2.03805	-1.1629	2.7054
397.92	-0.810946	2.36482	-0.394979	2.08738	-1.22691	2.64226
397.94	-0.827254	2.35916	-0.375396	2.1451	-1.27911	2.57323
397.96	-0.839316	2.3549	-0.360787	2.20995	-1.31784	2.49985
397.98	-0.847014	2.35214	-0.352199	2.28032	-1.34183	2.42396
398	-0.850245	2.35097	-0.350256	2.3543	-1.35023	2.34765
398.02	-0.848921	2.35145	-0.355103	2.42984	-1.34274	2.27307
398.04	-0.842968	2.35359	-0.366388	2.50483	-1.31955	2.20236
398.06	-0.832328	2.35738	-0.383284	2.57729	-1.28137	2.13747
398.08	-0.81696	2.36275	-0.404552	2.64545	-1.22937	2.08005
398.1	-0.79684	2.36961	-0.428626	2.70787	-1.16506	2.03135
398.12	-0.771964	2.37783	-0.453733	2.76348	-1.0902	1.99218
398.14	-0.742348	2.38724	-0.478009	2.81165	-1.00669	1.96283
398.16	-0.708035	2.39764	-0.499621	2.85213	-0.916449	1.94315
398.18	-0.669093	2.4088	-0.51687	2.88506	-0.821316	1.93253
398.2	-0.625621	2.42045	-0.528277	2.91089	-0.722965	1.93002
398.22	-0.577751	2.43232	-0.532639	2.93029	-0.622864	1.93436
398.24	-0.525651	2.44411	-0.52906	2.9441	-0.522242	1.94413
398.26	-0.469525	2.45551	-0.516955	2.95326	-0.422095	1.95777
398.28	-0.409617	2.46621	-0.496035	2.95869	-0.3232	1.97374
398.3	-0.346214	2.47591	-0.466271	2.96128	-0.226157	1.99054
398.32	-0.279639	2.48431	-0.427846	2.96184	-0.131431	2.00678
398.34	-0.210256	2.49114	-0.381112	2.96105	-0.0393996	2.02124
398.36	-0.138467	2.49616	-0.326531	2.95945	0.0495976	2.03288
398.38	-0.0647049	2.49916	-0.264631	2.95745	0.135221	2.04087
398.4	0.0105658	2.49998	-0.195965	2.95533	0.217096	2.04463
398.42	0.0868583	2.49849	-0.12108	2.9532	0.294797	2.04378
398.44	0.163668	2.49464	-0.0404949	2.95105	0.367831	2.03822
398.46	0.24048	2.48841	0.0453119	2.94874	0.435649	2.02807
398.48	0.316776	2.47985	0.135898	2.94599	0.497655	2.01371
398.5	0.392041	2.46907	0.230843	2.94237	0.553239	1.99577
398.52	0.465772	2.45623	0.329731	2.93736	0.601814	1.97509
398.54	0.537484	2.44154	0.432106	2.93031	0.642861	1.95277
398.56	0.606713	2.42526	0.537443	2.92044	0.675983	1.93008
398.58	0.673027	2.4077	0.645094	2.90692	0.700961	1.90848
398.6	0.736024	2.3892	0.754247	2.88887	0.717802	1.88953
398.62	0.795339	2.37011	0.863891	2.86539	0.726787	1.87483
398.64	0.850641	2.35083	0.972782	2.83568	0.728501	1.86598
398.66	0.901638	2.33175	1.07944	2.79907	0.723838	1.86443
398.68	0.94807	2.31326	1.18215	2.75508	0.713992	1.87144
398.7	0.989715	2.29575	1.27902	2.70355	0.700412	1.88795
398.72	1.02638	2.27959	1.36802	2.64467	0.684731	1.91452
398.74	1.05789	2.26514	1.44711	2.579	0.668675	1.95128
398.76	1.08411	2.25271	1.51428	2.50757	0.653945	1.99785
398.78	1.10492	2.24258	1.56774	2.43177	0.642097	2.05338
398.8	1.1202	2.23498	1.60599	2.35337	0.634419	2.1166
398.82	1.12986	2.23011	1.6279	2.27438	0.631829	2.18584
398.84	1.13382	2.2281	1.63285	2.19701	0.634789	2.2592
398.86	1.13199	2.22903	1.62072	2.12346	0.643267	2.33461
398.88	1.12431	2.23292	1.59189	2.05581	0.656728	2.41003
398.9	1.11071	2.23972	1.54724	1.99592	0.674171	2.48352
398.92	1.09112	2.24932	1.48805	1.94526	0.694203	2.55338
398.94	1.06552	2.26156	1.4159	1.90486	0.715143	2.61826
398.96	1.03387	2.27621	1.33261	1.87526	0.735134	2.67715
398.98	0.996156	2.29296	1.24004	1.85647	0.752274	2.72945
399	0.952393	2.31148	1.14005	1.84803	0.764732	2.77493
399.02	0.902629	2.33136	1.03441	1.84904	0.770847	2.81369
399.04	0.846948	2.35216	0.924685	1.85824	0.76921	2.84608
399.06	0.785478	2.3734	0.812241	1.87412	0.758715	2.87268
399.08	0.718402	2.39456	0.698223	1.89496	0.73858	2.89415
399.1	0.645957	2.41511	0.583561	1.91902	0.708353	2.9112
399.12	0.568443	2.43452	0.469004	1.9445	0.667883	2.92453
399.14	0.486226	2.45226	0.35516	1.96975	0.617292	2.93478
399.16	0.399736	2.46784	0.242549	1.99319	0.556923	2.94248
399.18	0.309468	2.48077	0.131646	2.01346	0.48729	2.94808
399.2	0.21598	2.49065	0.0229308	2.02942	0.40903	2.95188
399.22	0.119884	2.49712	-0.0830815	2.04017	0.32285	2.95408
399.24	0.0218401	2.4999	-0.185812	2.04506	0.229492	2.95475
399.26	-0.0774549	2.4988	-0.284607	2.04373	0.129697	2.95387
399.28	-0.177278	2.49371	-0.378739	2.03609	0.0241826	2.95132
399.3	-0.276895	2.48462	-0.467421	2.02234	-0.0863684	2.9469
399.32	-0.375571	2.47163	-0.549834	2.00298	-0.201309	2.94028
399.34	-0.472588	2.45493	-0.625162	1.97877	-0.320015	2.93108
399.36	-0.567256	2.43479	-0.692644	1.95077	-0.441867	2.91882
399.38	-0.658922	2.4116	-0.751627	1.92027	-0.566217	2.90293
399.4	-0.746984	2.38579	-0.801622	1.88879	-0.692347	2.8828
399.42	-0.830898	2.35788	-0.842364	1.85801	-0.819432	2.85775
399.44	-0.910181	2.32843	-0.873865	1.82975	-0.946497	2.82711
399.46	-0.984416	2.29803	-0.896449	1.80583	-1.07238	2.79023
399.48	-1.05325	2.2673	-0.910779	1.78803	-1.19572	2.74658
399.5	-1.11639	2.23689	-0.917852	1.778	-1.31493	2.69578
399.52	-1.17361	2.20741	-0.918975	1.7771	-1.42824	2.63771
399.54	-1.22472	2.17946	-0.915708	1.78638	-1.53374	2.57254
399.56	-1.2696	2.15363	-0.909778	1.80646	-1.62942	2.5008
399.58	-1.30813	2.13044	-0.902972	1.83745	-1.7133	2.42343
399.6	-1.34026	2.11038	-0.897014	1.879	-1.7835	2.34176
399.62	-1.36591	2.09387	-0.893436	1.93025	-1.83838	2.25749
399.64	-1.38504	2.08127	-0.893457	1.9899	-1.87662	2.17263
399.66	-1.39761	2.07285	-0.897882	2.0563	-1.89733	2.08939
399.68	-1.40356	2.06882	-0.907027	2.12756	-1.9001	2.01008
399.7	-1.40285	2.0693	-0.920692	2.20167	-1.88501	1.93693
399.72	-1.3954	2.07434	-0.938161	2.27666	-1.85263	1.87201
399.74	-1.38112	2.08387	-0.958262	2.35068	-1.80398	1.81705
